=== linux 压缩报告 ===
开始时间: 2025年 07月 29日 星期二 10:40:35 CST
源路径: /mnt/dataset2/linux
  压缩大小: 208.04 MiB
  压缩率: 6.14x
  压缩时间: 32.44 秒
  压缩吞吐量: 39.40 MiB/s
  解压时间: 5.14 秒
  解压吞吐量: 248.76 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.0-rc2.tar.zip

文件 #230: v6.0-rc3.tar
  原始大小: 1278.21 MiB
  压缩大小: 208.05 MiB
  压缩率: 6.14x
  压缩时间: 32.50 秒
  压缩吞吐量: 39.33 MiB/s
  解压时间: 5.14 秒
  解压吞吐量: 248.82 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.0-rc3.tar.zip

文件 #231: v6.0-rc4.tar
  原始大小: 1278.25 MiB
  压缩大小: 208.06 MiB
  压缩率: 6.14x
  压缩时间: 29.69 秒
  压缩吞吐量: 43.05 MiB/s
  解压时间: 5.09 秒
  解压吞吐量: 251.10 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.0-rc4.tar.zip

文件 #232: v6.0-rc5.tar
  原始大小: 1278.28 MiB
  压缩大小: 208.07 MiB
  压缩率: 6.14x
  压缩时间: 30.05 秒
  压缩吞吐量: 42.54 MiB/s
  解压时间: 5.06 秒
  解压吞吐量: 252.41 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.0-rc5.tar.zip

文件 #233: v6.0-rc6.tar
  原始大小: 1278.28 MiB
  压缩大小: 208.06 MiB
  压缩率: 6.14x
  压缩时间: 31.10 秒
  压缩吞吐量: 41.10 MiB/s
  解压时间: 5.31 秒
  解压吞吐量: 240.50 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.0-rc6.tar.zip

文件 #234: v6.0-rc7.tar
  原始大小: 1278.30 MiB
  压缩大小: 208.08 MiB
  压缩率: 6.14x
  压缩时间: 30.47 秒
  压缩吞吐量: 41.95 MiB/s
  解压时间: 5.15 秒
  解压吞吐量: 248.26 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.0-rc7.tar.zip

文件 #235: v6.0.tar
  原始大小: 1278.32 MiB
  压缩大小: 208.06 MiB
  压缩率: 6.14x
  压缩时间: 31.68 秒
  压缩吞吐量: 40.35 MiB/s
  解压时间: 5.07 秒
  解压吞吐量: 252.19 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.0.tar.zip

文件 #236: v6.1-rc1.tar
  原始大小: 1295.06 MiB
  压缩大小: 210.27 MiB
  压缩率: 6.15x
  压缩时间: 29.58 秒
  压缩吞吐量: 43.77 MiB/s
  解压时间: 5.14 秒
  解压吞吐量: 252.14 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.1-rc1.tar.zip

文件 #237: v6.1-rc2.tar
  原始大小: 1295.09 MiB
  压缩大小: 210.29 MiB
  压缩率: 6.15x
  压缩时间: 29.73 秒
  压缩吞吐量: 43.55 MiB/s
  解压时间: 5.13 秒
  解压吞吐量: 252.60 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.1-rc2.tar.zip

文件 #238: v6.1-rc3.tar
  原始大小: 1295.16 MiB
  压缩大小: 210.31 MiB
  压缩率: 6.15x
  压缩时间: 30.98 秒
  压缩吞吐量: 41.80 MiB/s
  解压时间: 5.14 秒
  解压吞吐量: 251.94 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.1-rc3.tar.zip

文件 #239: v6.1-rc4.tar
  原始大小: 1295.23 MiB
  压缩大小: 210.31 MiB
  压缩率: 6.15x
  压缩时间: 31.22 秒
  压缩吞吐量: 41.48 MiB/s
  解压时间: 5.14 秒
  解压吞吐量: 252.23 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.1-rc4.tar.zip

文件 #240: v6.1-rc5.tar
  原始大小: 1295.28 MiB
  压缩大小: 210.33 MiB
  压缩率: 6.15x
  压缩时间: 30.00 秒
  压缩吞吐量: 43.18 MiB/s
  解压时间: 5.19 秒
  解压吞吐量: 249.77 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.1-rc5.tar.zip

文件 #241: v6.1-rc6.tar
  原始大小: 1295.32 MiB
  压缩大小: 210.34 MiB
  压缩率: 6.15x
  压缩时间: 30.36 秒
  压缩吞吐量: 42.66 MiB/s
  解压时间: 5.24 秒
  解压吞吐量: 247.35 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.1-rc6.tar.zip

文件 #242: v6.1-rc7.tar
  原始大小: 1295.35 MiB
  压缩大小: 210.35 MiB
  压缩率: 6.15x
  压缩时间: 31.76 秒
  压缩吞吐量: 40.78 MiB/s
  解压时间: 6.23 秒
  解压吞吐量: 208.02 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.1-rc7.tar.zip

文件 #243: v6.1-rc8.tar
  原始大小: 1295.37 MiB
  压缩大小: 210.35 MiB
  压缩率: 6.15x
  压缩时间: 27.54 秒
  压缩吞吐量: 47.03 MiB/s
  解压时间: 5.24 秒
  解压吞吐量: 247.25 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.1-rc8.tar.zip

文件 #244: v6.1.tar
  原始大小: 1295.40 MiB
  压缩大小: 210.33 MiB
  压缩率: 6.15x
  压缩时间: 29.19 秒
  压缩吞吐量: 44.38 MiB/s
  解压时间: 5.22 秒
  解压吞吐量: 248.02 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.1.tar.zip

文件 #245: v6.2-rc1.tar
  原始大小: 1307.33 MiB
  压缩大小: 212.40 MiB
  压缩率: 6.15x
  压缩时间: 32.11 秒
  压缩吞吐量: 40.71 MiB/s
  解压时间: 5.19 秒
  解压吞吐量: 251.84 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.2-rc1.tar.zip

文件 #246: v6.2-rc2.tar
  原始大小: 1307.35 MiB
  压缩大小: 212.40 MiB
  压缩率: 6.15x
  压缩时间: 30.47 秒
  压缩吞吐量: 42.90 MiB/s
  解压时间: 5.34 秒
  解压吞吐量: 245.01 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.2-rc2.tar.zip

文件 #247: v6.2-rc3.tar
  原始大小: 1307.48 MiB
  压缩大小: 212.44 MiB
  压缩率: 6.15x
  压缩时间: 30.28 秒
  压缩吞吐量: 43.18 MiB/s
  解压时间: 5.19 秒
  解压吞吐量: 252.01 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.2-rc3.tar.zip

文件 #248: v6.2-rc4.tar
  原始大小: 1307.50 MiB
  压缩大小: 212.44 MiB
  压缩率: 6.15x
  压缩时间: 30.29 秒
  压缩吞吐量: 43.16 MiB/s
  解压时间: 5.41 秒
  解压吞吐量: 241.66 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.2-rc4.tar.zip

文件 #249: v6.2-rc5.tar
  原始大小: 1307.53 MiB
  压缩大小: 212.45 MiB
  压缩率: 6.15x
  压缩时间: 29.92 秒
  压缩吞吐量: 43.70 MiB/s
  解压时间: 5.91 秒
  解压吞吐量: 221.38 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.2-rc5.tar.zip

文件 #250: v6.2-rc6.tar
  原始大小: 1307.56 MiB
  压缩大小: 212.47 MiB
  压缩率: 6.15x
  压缩时间: 31.92 秒
  压缩吞吐量: 40.96 MiB/s
  解压时间: 5.18 秒
  解压吞吐量: 252.30 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.2-rc6.tar.zip

文件 #251: v6.2-rc7.tar
  原始大小: 1307.60 MiB
  压缩大小: 212.46 MiB
  压缩率: 6.15x
  压缩时间: 34.13 秒
  压缩吞吐量: 38.31 MiB/s
  解压时间: 5.25 秒
  解压吞吐量: 249.07 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.2-rc7.tar.zip

文件 #252: v6.2-rc8.tar
  原始大小: 1307.63 MiB
  压缩大小: 212.48 MiB
  压缩率: 6.15x
  压缩时间: 33.67 秒
  压缩吞吐量: 38.83 MiB/s
  解压时间: 5.19 秒
  解压吞吐量: 252.16 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.2-rc8.tar.zip

文件 #253: v6.2.tar
  原始大小: 1307.65 MiB
  压缩大小: 212.46 MiB
  压缩率: 6.15x
  压缩时间: 31.14 秒
  压缩吞吐量: 41.99 MiB/s
  解压时间: 5.19 秒
  解压吞吐量: 252.13 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.2.tar.zip

文件 #254: v6.3-rc1.tar
  原始大小: 1313.04 MiB
  压缩大小: 213.33 MiB
  压缩率: 6.15x
  压缩时间: 33.42 秒
  压缩吞吐量: 39.28 MiB/s
  解压时间: 5.22 秒
  解压吞吐量: 251.44 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.3-rc1.tar.zip

文件 #255: v6.3-rc2.tar
  原始大小: 1311.66 MiB
  压缩大小: 213.02 MiB
  压缩率: 6.15x
  压缩时间: 31.32 秒
  压缩吞吐量: 41.88 MiB/s
  解压时间: 5.20 秒
  解压吞吐量: 252.16 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.3-rc2.tar.zip

文件 #256: v6.3-rc3.tar
  原始大小: 1311.67 MiB
  压缩大小: 213.04 MiB
  压缩率: 6.15x
  压缩时间: 26.28 秒
  压缩吞吐量: 49.90 MiB/s
  解压时间: 5.20 秒
  解压吞吐量: 252.38 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.3-rc3.tar.zip

文件 #257: v6.3-rc4.tar
  原始大小: 1311.76 MiB
  压缩大小: 213.05 MiB
  压缩率: 6.15x
  压缩时间: 24.34 秒
  压缩吞吐量: 53.88 MiB/s
  解压时间: 5.20 秒
  解压吞吐量: 252.22 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.3-rc4.tar.zip

文件 #258: v6.3-rc5.tar
  原始大小: 1311.78 MiB
  压缩大小: 213.07 MiB
  压缩率: 6.15x
  压缩时间: 25.44 秒
  压缩吞吐量: 51.57 MiB/s
  解压时间: 5.37 秒
  解压吞吐量: 244.10 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.3-rc5.tar.zip

文件 #259: v6.3-rc6.tar
  原始大小: 1311.81 MiB
  压缩大小: 213.07 MiB
  压缩率: 6.15x
  压缩时间: 29.18 秒
  压缩吞吐量: 44.95 MiB/s
  解压时间: 5.31 秒
  解压吞吐量: 247.02 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.3-rc6.tar.zip

文件 #260: v6.3-rc7.tar
  原始大小: 1311.85 MiB
  压缩大小: 213.08 MiB
  压缩率: 6.15x
  压缩时间: 29.96 秒
  压缩吞吐量: 43.79 MiB/s
  解压时间: 5.28 秒
  解压吞吐量: 248.51 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.3-rc7.tar.zip

文件 #261: v6.3.tar
  原始大小: 1311.86 MiB
  压缩大小: 213.05 MiB
  压缩率: 6.15x
  压缩时间: 29.01 秒
  压缩吞吐量: 45.21 MiB/s
  解压时间: 5.20 秒
  解压吞吐量: 252.50 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.3.tar.zip

文件 #262: v6.4-rc1.tar
  原始大小: 1333.07 MiB
  压缩大小: 215.37 MiB
  压缩率: 6.18x
  压缩时间: 30.33 秒
  压缩吞吐量: 43.95 MiB/s
  解压时间: 5.28 秒
  解压吞吐量: 252.51 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.4-rc1.tar.zip

文件 #263: v6.4-rc2.tar
  原始大小: 1333.09 MiB
  压缩大小: 215.37 MiB
  压缩率: 6.18x
  压缩时间: 30.03 秒
  压缩吞吐量: 44.38 MiB/s
  解压时间: 5.36 秒
  解压吞吐量: 248.53 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.4-rc2.tar.zip

文件 #264: v6.4-rc3.tar
  原始大小: 1333.15 MiB
  压缩大小: 215.38 MiB
  压缩率: 6.18x
  压缩时间: 30.14 秒
  压缩吞吐量: 44.23 MiB/s
  解压时间: 5.33 秒
  解压吞吐量: 250.06 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.4-rc3.tar.zip

文件 #265: v6.4-rc4.tar
  原始大小: 1333.20 MiB
  压缩大小: 215.40 MiB
  压缩率: 6.18x
  压缩时间: 29.78 秒
  压缩吞吐量: 44.77 MiB/s
  解压时间: 5.37 秒
  解压吞吐量: 248.32 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.4-rc4.tar.zip

文件 #266: v6.4-rc5.tar
  原始大小: 1333.25 MiB
  压缩大小: 215.41 MiB
  压缩率: 6.18x
  压缩时间: 29.83 秒
  压缩吞吐量: 44.68 MiB/s
  解压时间: 5.27 秒
  解压吞吐量: 252.89 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.4-rc5.tar.zip

文件 #267: v6.4-rc6.tar
  原始大小: 1333.29 MiB
  压缩大小: 215.42 MiB
  压缩率: 6.18x
  压缩时间: 29.86 秒
  压缩吞吐量: 44.65 MiB/s
  解压时间: 5.28 秒
  解压吞吐量: 252.28 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.4-rc6.tar.zip

文件 #268: v6.4-rc7.tar
  原始大小: 1333.33 MiB
  压缩大小: 215.43 MiB
  压缩率: 6.18x
  压缩时间: 29.73 秒
  压缩吞吐量: 44.85 MiB/s
  解压时间: 5.27 秒
  解压吞吐量: 252.89 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.4-rc7.tar.zip

文件 #269: v6.4.tar
  原始大小: 1333.37 MiB
  压缩大小: 215.41 MiB
  压缩率: 6.18x
  压缩时间: 29.88 秒
  压缩吞吐量: 44.62 MiB/s
  解压时间: 5.34 秒
  解压吞吐量: 249.88 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.4.tar.zip

文件 #270: v6.5-rc1.tar
  原始大小: 1345.41 MiB
  压缩大小: 217.29 MiB
  压缩率: 6.19x
  压缩时间: 29.90 秒
  压缩吞吐量: 44.99 MiB/s
  解压时间: 5.32 秒
  解压吞吐量: 253.08 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.5-rc1.tar.zip

=== linux 总体统计 ===
实际处理文件数量: 270
预期文件数量: 270
总原始大小: 202938.70 MiB
总压缩大小: 36782.82 MiB
总体压缩率: 5.51x
总压缩时间: 4584.73 秒
总解压时间: 850.24 秒
压缩总体吞吐量: 44.26 MiB/s
解压总体吞吐量: 238.68 MiB/s
压缩文件保存目录: ./compressed_datasets/linux/
完成时间: 2025年 07月 29日 星期二 12:11:18 CST
